"en_es_DEEP"	"MatConf"
"Aproximadamente 2 kilómetros después del puesto de control, unos 20 soldados vestidos con uniformes de camuflaje se acercaron al grupo de mujeres y les ordenaron que se detuvieran, mientras disparaban algunos tiros."	1
"Los supervivientes huyeron del pueblo y no enterraron a sus muertos."	1
"54. La evidencia anecdótica sugiere que los fondos derivados del pago de rescates y del tráfico de drogas se mueven a través de fronteras a través de mensajeros de efectivo."	1
"La congelación de activos puede limitar a los financiadores del terrorismo, limitando su acceso al sistema bancario formal y limitando su posibilidad de asociarse con entidades comerciales legítimas."	1
"8. Si bien Al-Qaida como organización no se ha desarrollado y sus principales dirigentes no han podido centrar a sus partidarios en cuestiones operacionales clave ni guiarlos hacia medidas concretas, Al-Qaida como movimiento ha seguido floreciendo, inspirado por un mensaje general de resistencia a la injusticia real o percibida."	1
"Este participante agregó que el papel de los coordinadores políticos había cambiado dramáticamente en los últimos 10 años, convirtiéndose en una parte más formalizada e institucionalizada de cada delegación."	0
"El periodista polaco Mateusz Piskorski, 8 de enero de 2012."	0
"42. Aunque el Togo es miembro de la ICCO, la falta de estadísticas y cifras completas en el país hace difícil hacer una estimación creíble de la cantidad de cacao que se introduce de contrabando en el puerto de Lomé."	0
"Un elemento importante es el hecho de que en varias aldeas atacadas e incendiadas tanto por las milicias como por las fuerzas gubernamentales, los atacantes se abstuvieron de exterminar a toda la población que no había huido, sino que mataron selectivamente a grupos de jóvenes."	1
"27. Al final del período que abarca el informe, los efectivos policiales de la UNMIK se acercaban a los 4.400 agentes de 53 países, lo que representa más del 90% del total autorizado para la Misión."	1
"(i) 1.000 AK-47 (versión corta);"	0
"120. Todavía hay algunas actividades en la calle Minae Al-Hosn de Beirut antes de la explosión que deben investigarse más a fondo, lo que podría dilucidar detalles de la fase de planificación y, como tal, conducir a los perpetradores."	1
"El objetivo de Al-Qaida en el Iraq es crear capacidad para lanzar ataques dondequiera que haya objetivos disponibles, ya sea a través de sus propios miembros o en cooperación con grupos existentes que trabajarán con ella o, mejor aún, seguirán su ejemplo."	1
"228. Antes de proceder a la presentación de los resultados de la investigación de la Comisión, así como de la evaluación jurídica de estos hechos, vale la pena proporcionar algunos datos tanto sobre el desplazamiento como sobre la destrucción, a fin de dar una imagen clara de la magnitud y escala de la situación."	1
"Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,"	0
"Nuestro país ha ratificado los siguientes nueve instrumentos internacionales:"	0
"128. Otro método preferido por Al-Qaida es el reclutamiento y despliegue de agentes que no han llegado a conocimiento de ningún organismo encargado de hacer cumplir la ley o de seguridad y que, por lo tanto, pueden viajar sin dificultad, obtener visas de negocios o de estudiantes y, como salvaguardia adicional, solicitar la pérdida de cualquier documentación que contenga sellos de visa potencialmente incriminatorios para obtener un reemplazo impecable."	1
"Observa que la inmensa mayoría de los desplazados internos y otros grupos vulnerables en situaciones de conflicto armado son civiles y, como tales, tienen derecho a la protección que les otorga el derecho internacional humanitario vigente."	1
"424. El hecho de que los Janjaweed dominen a la policía es una tendencia que comenzó incluso antes de la crisis actual y podría detectarse a partir de la información proporcionada por el propio Gobierno."	1
"La propaganda, los ataques con cohetes, los artefactos explosivos improvisados ​​y algún que otro atacante suicida pueden seguir siendo las principales armas utilizadas por las fuerzas militantes opuestas."	1
"Actuando de conformidad con el Capítulo VII de la Carta de las Naciones Unidas, como se describe en la sección 1 del párrafo dispositivo 7 de la resolución 1542 (2004),"	0
"Convenio sobre infracciones y ciertos otros actos cometidos a bordo de aeronaves;"	0
"Por ejemplo, Uzbekistán estableció normas de control interno y sanciones para las entidades que no informan, y Turkmenistán y Uzbekistán introdujeron procedimientos estrictos de identificación de clientes y mantenimiento de registros."	1
"A. Modificaciones a la Ley Forestal de 2000"	0
"Cinco Estados cuentan con medidas parciales para proteger el procedimiento de asilo contra abusos, y dos han introducido plenamente dichos controles."	0
"Algunos de los más destacados se enumeran en los párrafos siguientes."	0
"La relación entre estos dos partidos se había deteriorado a mediados de 1975. El 11 de agosto de 1975, la UDT lanzó un ataque armado preventivo contra el FRETILIN. El contraataque se lanzó el 20 de agosto de 1975. Esta fecha se conmemora ahora como el día de la fundación de las Fuerzas Armadas para la Liberación Nacional de Timor Oriental (FALINTIL)."	1
"Un ex funcionario de alto rango del FPDJ con conocimiento directo del comercio y la financiación en Eritrea dijo al Grupo de Supervisión que:"	0
"Iniciado el 25 de septiembre de 2006. Finalización 2007."	0
"A. Sentencias de primera instancia pendientes al 15 de noviembre de 2013"	0
"48. La situación en Myanmar (15 de septiembre de 2006; 13 de julio de 2009)."	0
"Podría decirse que la ciudad de Kulbus era un objetivo militar, como lo demuestra el campamento militar allí."	1
"4. Se pueden construir sistemas de armas improvisados ​​a partir de diversos componentes para cometer actos terroristas."	1
"Aunque el comando de la PNTL no aprobó los ataques del 23 y 24 de mayo en los que participaron algunos oficiales de la PNTL, están relacionados con la ruptura de la cadena de mando, el faccionalismo existente y un historial previo de responsabilidad limitada."	0
"El conflicto ha durado más de medio siglo y no puede abordarse de la noche a la mañana."	1
"El terrorismo de Al Qaeda ahora comprende tres grupos distintos pero interconectados: primero, los antiguos líderes cuyos nombres son bien conocidos; segundo, los combatientes que asistieron a los campamentos en Afganistán y se graduaron como terroristas experimentados; y tercero, una nueva y creciente generación de partidarios que tal vez nunca hayan abandonado sus países de residencia pero han abrazado los elementos centrales del mensaje de Al Qaeda."	1
"Los Estados han desarrollado mecanismos regionales para garantizar una creación de capacidad jurídica e institucional coherente en el control de los sistemas financieros, la aplicación de la ley y el control de fronteras, asegurando la cooperación, la atención a los derechos humanos y la no duplicación de actividades."	0
"Las declaraciones semestrales debían presentarse el 15 de enero y el 15 de julio de 1999."	0
"En Nyakunde se han registrado más de 2.000 asesinatos y la población ha huido al bosque."	1
"Este uso de explosivos caseros demuestra la adaptabilidad de los terroristas relacionados con Al-Qaida en los países que aplican el embargo de armas de manera eficaz."	1
"La República Popular Democrática de Corea utiliza además la propaganda para incitar al odio nacionalista hacia los enemigos oficiales del Estado, incluidos el Japón, los Estados Unidos de América y la República de Corea, y sus nacionales."	1
"El Embajador señaló que el Consejo también tiene un papel importante que desempeñar en la promoción de la rendición de cuentas por tales crímenes y otras violaciones del derecho internacional humanitario y del derecho de los derechos humanos."	1
"22. Si bien continúan en Kivu del Norte las operaciones conjuntas contra la Alianza de Patriotas por un Congo Libre y Soberano y la Defensa Nduma del Congo/Cheka (NDC/Cheka), la MONUSCO sigue desempeñando un papel en las zonas afectadas por el Ejército de Resistencia del Señor (LRA). zonas de la Provincia Oriental."	1
"Corporación de Importación y Exportación de Metales y Minerales de Guangdong"	0
"El teniente coronel Falur ordenó a los soldados que respondieran al fuego."	1
"Dirección de correo electrónico: jsandoval@sre.gob.mx"	0
"Las partes informaron a la misión de que estaban convencidas de que el Acuerdo de Uagadugú había puesto fin al conflicto armado y de que la persistente crisis política sólo podría resolverse mediante la celebración de elecciones."	0
"Expresa su intención, cuando proceda, de pedir a las partes en un conflicto que adopten medidas especiales para satisfacer las necesidades de protección y asistencia de las mujeres, los niños y otros grupos vulnerables, incluso mediante la promoción de \"días de inmunización\" y otras oportunidades para la prestación segura y sin obstáculos de los servicios básicos necesarios."	0
"XII. RECLAMACIÓN DE OGE DRILLING INC."	0
"v. Para ayudar al Gobierno a ejecutar su programa y consolidar y fortalecer los mecanismos de seguimiento existentes, se creará un Grupo de Trabajo Internacional (GTI) a nivel ministerial, que se reunirá una vez al mes en Côte d'Ivoire para evaluar, supervisar y dar seguimiento al proceso de paz, incluida la hoja de ruta acordada en Pretoria y cualquier otro acuerdo posterior, constatando el grado de cooperación de las partes y otros actores interesados, su respeto de los compromisos asumidos y, de ser necesario, cualquier actitud que pueda obstaculizar la conclusión exitosa del proceso de paz y reconciliación en Côte d'Ivoire, y formular recomendaciones apropiadas al Consejo de Paz y Seguridad de la UA y al Consejo de Seguridad de las Naciones Unidas."	0
