"es"	"MatConf"
"Varios testigos afirmaron que se utilizó lenguaje abusivo e insultante con los detenidos, que a menudo eran calificados de \"esclavos\"."	1
"Todo el equipo se ha clasificado con arreglo a las normas establecidas por la Asamblea General y se ha proporcionado una lista del equipo sobrante a otras misiones de mantenimiento de la paz."	1
"En una sociedad profundamente dividida, que todavía se está recuperando del trauma posterior al conflicto, el establecimiento de ministerios de justicia y del interior podría dar la impresión de que han caído bajo el control de un partido político o un grupo étnico."	0
"La aldea fue atacada en torno a las 4.00 horas."	1
"No podemos correr el riesgo de que el esfuerzo financiero y humano hecho hasta ahora en la República Democrática del Congo se pierda ante la frustración ciudadana y, eventualmente, resurjan la crisis y el conflicto."	0
"A. Modificaciones de la Ley de Bosques de 2000"	0
"- En noviembre de 2014, 11 personas fueron secuestradas en las zonas controladas por el régimen y 4 en las zonas controladas por grupos extremistas."	1
"Había unos dos o tres aviones blancos o verdes, que sobrevolaron la aldea a muy baja altura. Un avión blanco estaba atacando."	1
"También se ha restringido la libertad de circulación."	1
"Sus prácticas terroristas abarcan una amplia gama de actividades: atentados con bombas, incluidos los ataques suicidas; toma de rehenes que resultan en muertes; fabricación de explosivos; operaciones de inteligencia terrorista; entrenamiento de terroristas; falsificación de documentos; y prestación de diversos tipos de apoyo financiero o material, incluida la financiación y administración de un sitio en la Web utilizado para publicar declaraciones e imágenes relacionadas con Al-Qaida."	1
"Sus opiniones se tenían debidamente en cuenta porque tenían importancia."	0
"5. Confirma que lo dispuesto en el párrafo 1 a) se aplica a los recursos económicos de todo tipo, incluidos, entre otros, los utilizados para prestar servicios de Internet o servicios conexos en apoyo de quienes figuren en la Lista, así como otras personas, grupos, empresas o entidades asociados con los talibanes que constituyan una amenaza para la paz, la estabilidad y la seguridad del Afganistán;"	0
"a) La violencia registrada en el Palacio de Gobierno alrededor del mediodía del 28 de abril, que ocasionó dos muertos, al menos cuatro heridos de bala y otros dos heridos graves;"	1
"El Consejo condena todos los ataques perpetrados por grupos armados locales y extranjeros que amenazan a la población, y ponen en peligro la paz y la estabilidad de la República Centroafricana y la subregión, entre ellos los ataques contra Birao perpetrados por la Convención de Patriotas para la Justicia y la Paz el 19 de Julio y el 24 de noviembre."	0
"Párrs. 159 y 160; párrs. 28 a 31, 161 a 163"	0
"El Consejo subraya la necesidad de reforzar la cooperación transnacional de los organismos encargados de hacer cumplir la ley, en particular incluyendo la seguridad marítima en las reformas del sector de la seguridad y adoptando acuerdos bilaterales y regionales para facilitar las medidas, de conformidad con el derecho internacional, contra el tráfico de drogas por mar y para procesar a los sospechosos de llevar a cabo ese tráfico, tras las interceptaciones en alta mar. Pide que la Oficina de las Naciones Unidas contra la Droga y el Delito (UNODC) y otras organizaciones internacionales y regionales competentes sigan prestando apoyo."	0
"La congelación de activos puede frenar a quienes financian el terrorismo, al limitar su acceso al sistema bancario oficial y sus posibilidades de colaborar con entidades empresariales legítimos."	1
"En el contexto de la posible imposición de sanciones por violación y otros hechos de violencia sexual, el Consejo de Seguridad ha pedido a las misiones y los organismos pertinentes de las Naciones Unidas que compartan toda la información pertinente con los correspondientes comités de sanciones del Consejo de Seguridad."	1
":: 12 de julio de 2005: el Ministro de Defensa, Elias Murr, resulta herido y otras dos personas mueren en un atentado con coche bomba en Beirut."	1
"También habría que abolir la inmunidad de que gozan en la actualidad otros funcionarios públicos, como los agentes de policía, por la vulneración de derechos humanos."	1
"En efecto, ya es hora de que la comunidad internacional, y en particular el Consejo de Seguridad, adopte medidas eficaces para contrarrestar las políticas y las prácticas ilegales y criminales del régimen israelí y poner fin a su terrorismo de Estado contra el pueblo palestino y otros pueblos de la región."	1
"Respuesta de Nueva Zelandia a las preguntas del Comité contra el Terrorismo que debían responderse a más tardar el 30 de abril de 2004"	0
"Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,"	0
"b) Impedir la entrada en su territorio o el tránsito por él de esas personas, en la inteligencia de que nada de lo dispuesto en este párrafo obligará a un Estado a negar la entrada en su territorio o exigir la salida de él a sus propios nacionales y de que este párrafo no será aplicable cuando la entrada o el tránsito sean necesarios para una diligencia judicial o cuando el Comité determine para cada caso en particular, que la entrada o el tránsito tienen justificación;"	1
"El nivel de ratificación de los instrumentos internacionales se ha mantenido desde 2009 y varía mucho."	0
"Por lo tanto, al examinar la responsabilidad por las violaciones de los derechos humanos perpetradas durante los acontecimientos del 25 y 26 de marzo, también hay que tener presentes las repercusiones del decreto presidencial de 22 de marzo y las instrucciones impartidas por los jefes de las fuerzas armadas nacionales en la reunión del 24 de marzo."	1
"El primer magistrado ad litem asumió sus funciones el 1º de septiembre de 2003 y otros tres llegaron en octubre de 2003."	0
"En marzo de 2004, en la localidad de Dobo, en Darfur septentrional: \"Empezaron a quemar todo y a robarnos."	1
"El Consejo reconoce que el desarrollo y la seguridad se refuerzan recíprocamente y son vitales para un enfoque eficaz y amplio de la lucha contra el terrorismo."	0
"Que se celebrará el martes 31 de mayo de 2005, a las 15.50 horas"	0
"18 de septiembre de 1998 RESOLUCIÓN 1197 (1998)"	0
"Sin embargo, los atropellos de los derechos de los niños, incluida la violencia sexual, siguen siendo motivo de preocupación en todo el país."	1
"Después me enteré de que habían matado a mi padre y a mi hermano menor. Otras cuatro personas también habían muerto."	1
"103. Rudi Vranckx, de la cadena de televisión belga VRT, el 10 de enero."	0
"El Grupo también se ha guiado por el informe \"F1\"."	0
"En general se está de acuerdo en que la intensificación de los ataques coincide con la intensificación del conflicto armado interno entre el Gobierno y los dos movimientos rebeldes, es decir, el SLM/A y el JEM."	1
"Las regiones de África y Asia y el Pacífico concentraban el 53% de los secuestros registrados en todo el mundo en 2012, un aumento desde el 18% que suponían en 2004. En Oriente Medio se produjo el 19% de los secuestros registrados en todo el mundo en 2012, un incremento desde el 4% de los que se produjeron en 2008."	1
"También se tuvo noticia de nuevas deserciones de antiguos elementos del CNDP integrados, así como de negativas de elementos de grupos armados integrados a aceptar el redespliegue."	1
"Dispositivos explosivos improvisados y explosivos caseros, por ejemplo nitrato amónico y úrico. Coches bomba."	1
"La víctima declaró que conocía a 19 de las mujeres que fueron violadas pero que había muchas más. Pensaba que había unas 50 en total."	1
"c) Pérdida de vehículos propios 239 - 241 58"	0
"Este ataque, que se produce el día de la ceremonia en que se rinde honores a los cadáveres de nueve soldados nigerianos de la MINUSMA en presencia del Secretario General Adjunto de Operaciones de Mantenimiento de la Paz de la Organización de las Naciones Unidas (ONU), Sr. Hervé Ladsous, es un acto de provocación cometido por los terroristas para infundir temor y crear confusión en las filas de la MINUSMA."	1
"Recordando también su petición al Secretario General de que reuniera información sobre la responsabilidad por el trágico incidente en que resultaron muertos los Presidentes de Rwanda y Burundi,"	1
"*El memorando de la Secretaría General,"	0
"En la semana del 19 al 26 de junio, en la región de Bay, murieron unas diez personas y otras nueve resultaron heridas en los combates entre subclanes del clan digil-mirifle en la zona, entre ellos los leysan, luway y yantar."	1
"Durante las consultas oficiosas celebradas el 20 de octubre, el Comité examinó las posibles modalidades de cooperación entre el Grupo de Expertos y el Grupo de Acción Financiera."	0
